Swimmer name,Year of birth,Country,Time,Splits,Date
"SHMYGA, Konstantin",1988,Russia,2:03.28,"['27.75', '31.52', '32.37', '31.64']",13 Feb 2015
"HUESING, Lukas",1990,Germany,2:03.28,"['27.27', '31.54', '1:04.']",11 Apr 2015
"INGRAM, Jamie",1998,Great Britain,2:03.29,[],15 Apr 2015
"ZURAWICZ, Mateusz",1997,Poland,2:03.32,"['27.81', '31.76', '31.68', '32.07']",17 Jul 2015
"PUJOL BELMONTE, Guillem",1997,Spain,2:03.34,"['27.26', '31.25', '1:04.']",28 Mar 2015
"JUKIC, Dinko",1989,Austria,2:03.35,"['26.97', '31.64', '31.70', '33.04']",21 Mar 2015
"MEEGAN, Andrew",1990,Ireland,2:03.36,"['27.79', '31.40', '31.83', '32.34']",16 Jul 2015
"LEEUWEN van, Ruben",1997,Netherlands,2:03.39,"['26.54', '31.01', '32.25', '33.59']",14 Jun 2015
"ZIRK, Kregor",1999,Estonia,2:03.42,"['26.08', '31.14', '33.10', '33.10']",10 Apr 2015
"SANCHEZ HOYO, Adrian",1998,Spain,2:03.43,"['28.10', '30.87', '1:04.']",28 Feb 2015
"MIKHAILOV, Roman",1990,Russia,2:03.49,"['26.86', '31.25', '32.33', '33.05']",20 Apr 2015
"RZYSKI, Marcin",1994,Poland,2:03.49,"['28.20', '31.59', '31.80', '31.90']",28 May 2015
"NARDOZZA, Enzo",1997,Italy,2:03.50,"['28.10', '31.72', '31.20', '32.48']",24 Jul 2015
"PHILAIRE, Victor",1996,France,2:03.50,"['27.56', '31.40', '32.52', '32.02']",31 Jul 2015
"CHATELAIN, Yannick",1994,France,2:03.51,"['26.82', '30.92', '32.54', '33.23']",31 Jul 2015
"LOZANO MATEOS, Alberto",1998,Spain,2:03.52,"['28.02', '30.98', '1:04.']",9 Jul 2015
"REID, Calum",1995,Great Britain,2:03.52,"['27.69', '31.32', '32.14', '32.37']",30 Jul 2015
"FARO MOLINA, Carles",1993,Spain,2:03.54,"['27.55', '31.57', '1:04.']",9 Jul 2015
"NOVAK, Petr",1996,Czech Republic,2:03.55,"['27.49', '31.46', '31.98', '32.62']",18 Jul 2015
"GUENGOER, Oguzhan",1994,Turkey,2:03.55,"['27.36', '31.14', '32.21', '32.84']",12 Dec 2015
"KOTTERINK, Ensger",1994,Netherlands,2:03.55,"['27.26', '31.58', '31.77', '32.94']",13 Dec 2015
"SHCHERBAKOV, Dmitry",1996,Russia,2:03.57,"['27.92', '31.80', '31.01', '32.84']",20 Apr 2015
"DOMAGALA, Michal",1995,Poland,2:03.62,"['27.08', '31.33', '31.99', '33.22']",28 May 2015
"SANTANIELLO, Michele",1991,Italy,2:03.64,"['27.88', '31.57', '32.55', '31.64']",14 Feb 2015
"FOGNINI, Marco",1989,Italy,2:03.64,"['27.68', '31.37', '32.23', '32.36']",14 Feb 2015
"MARIGLIANO, Alessio",1993,Italy,2:03.66,"['28.08', '31.26', '31.45', '32.87']",18 Apr 2015
"DRIGAN, Zoltan",1998,Hungary,2:03.67,"['59.57', '1:04.']",24 Jul 2015
"MOROZOV, Danil",1997,Russia,2:03.69,"['26.99', '31.42', '32.08', '33.20']",21 Apr 2015
"SUBBOTIN, Egor",1997,Russia,2:03.70,"['27.82', '31.41', '32.29', '32.18']",7 Jul 2015
"NADELYAEV, Evgeny",1994,Russia,2:03.72,"['27.90', '31.48', '32.12', '32.22']",11 Jul 2015
"VEZZADINI, Luca",1994,Italy,2:03.76,[],2 Jun 2015
"HONRUBIA CERDA, Arnau",1999,Spain,2:03.77,"['58.67', '1:05.']",4 Aug 2015
"MANNI, Filippo",1998,Italy,2:03.79,"['28.02', '31.35', '32.14', '32.28']",13 Aug 2015
"KESIL', Maksym",1996,Ukraine,2:03.81,"['27.06', '31.61', '31.39', '33.75']",11 Dec 2015
"DOMVILLE, Matthew",1997,Great Britain,2:03.82,"['27.59', '31.34', '32.94', '31.95']",30 Jul 2015
"BROWN, Ryan",1998,Great Britain,2:03.87,[],3 Apr 2015
"ANDRIEN, Maxime",1994,Belgium,2:03.89,"['26.87', '31.04', '32.54', '33.44']",16 May 2015
"KELLER, Viktor",1998,Germany,2:03.92,"['27.66', '31.04', '32.22', '33.00']",3 Jun 2015
"KONSTADINESKOU, Konstadin",1994,Greece,2:03.92,[],12 Jun 2015
"LITCHFIELD, Max",1995,Great Britain,2:03.93,[],9 May 2015
"ISAEV, Mikhail",1997,Russia,2:03.95,"['28.31', '32.17', '31.86', '31.61']",7 Jul 2015
"MARUCCI, Mattia",1995,Italy,2:03.96,"['27.70', '31.68', '32.28', '32.30']",13 Aug 2015
"NUNEZ ALVAREZ, Antonio",1995,Spain,2:03.98,"['27.93', '31.49', '1:04.']",9 Jul 2015
"CRESCENZO, Riccardo",1997,Italy,2:03.99,"['28.07', '32.27', '31.82', '31.83']",9 Jul 2015
"STACCHIOTTI, Raphael",1992,Luxembourg,2:03.99,"['26.34', '31.10', '32.34', '34.21']",2 Nov 2015
"MINUTH, Fynn",1997,Germany,2:04.01,"['27.10', '31.06', '1:05.']",11 Apr 2015
"CAMPIGLI, Alberto",1996,Italy,2:04.01,[],2 Jun 2015
"RIVOLTA, Matteo",1991,Italy,2:04.09,"['58.41', '1:05.']",30 May 2015
"BIRD, Kieran",1999,Great Britain,2:04.12,[],15 Apr 2015
"HOWDLE, Thomas",1997,Great Britain,2:04.12,[],15 Apr 2015
"STRAZDAS, Povilas",1996,Lithuania,2:04.13,"['27.20', '32.27', '33.07', '31.59']",28 Mar 2015
"EPSLY, George",1998,Great Britain,2:04.15,"['27.93', '31.38', '32.19', '32.65']",30 Jul 2015
"GUENTEKIN, Okay",1997,Turkey,2:04.16,"['27.77', '31.55', '31.80', '33.04']",13 Aug 2015
"MAKOVICH, Semen",1995,Russia,2:04.17,"['27.40', '31.76', '32.33', '32.68']",25 Sep 2015
"ABAKUMOV, Alexander",1992,Russia,2:04.22,"['59.22', '1:05.']",11 Feb 2015
"LICHKO, Aliaksei",1998,Belarus,2:04.23,"['27.88', '31.18', '32.83', '32.34']",17 Jul 2015
"DECLERCQ, Vincent",1996,Belgium,2:04.30,"['27.26', '31.08', '1:05.']",25 Jul 2015
"PROIETTI COLONNA, Alessio",1998,Italy,2:04.35,"['28.03', '31.10', '32.12', '33.10']",5 Jun 2015
"EPSLY, George",1998,Great Britain,2:04.15,"['27.93', '31.38', '32.19', '32.65']",30 Jul 2015
"GUENTEKIN, Okay",1997,Turkey,2:04.16,"['27.77', '31.55', '31.80', '33.04']",13 Aug 2015
"MAKOVICH, Semen",1995,Russia,2:04.17,"['27.40', '31.76', '32.33', '32.68']",25 Sep 2015
"ABAKUMOV, Alexander",1992,Russia,2:04.22,"['59.22', '1:05.']",11 Feb 2015
"LICHKO, Aliaksei",1998,Belarus,2:04.23,"['27.88', '31.18', '32.83', '32.34']",17 Jul 2015
"DECLERCQ, Vincent",1996,Belgium,2:04.30,"['27.26', '31.08', '1:05.']",25 Jul 2015
"PROIETTI COLONNA, Alessio",1998,Italy,2:04.35,"['28.03', '31.10', '32.12', '33.10']",5 Jun 2015
"REYMOND, Axel",1994,France,2:04.37,"['28.39', '31.42', '32.23', '32.33']",3 Apr 2015
"COAN, Giovanni",1996,Italy,2:04.38,"['27.31', '31.55', '32.25', '33.27']",13 Aug 2015
"PUIG GARRICH, Albert",1994,Spain,2:04.41,"['27.66', '32.13', '1:04.']",8 Mar 2015
"KOZYUKOV, Vladimir",1996,Russia,2:04.41,"['27.91', '32.21', '31.51', '32.78']",20 Apr 2015
"WYSOCZYNSKI, Mateusz",1993,Poland,2:04.42,"['27.99', '31.48', '32.57', '32.38']",18 Apr 2015
"AVERCHENKO, Alexey",1993,Russia,2:04.45,"['26.12', '30.53', '32.14', '35.66']",20 Apr 2015
"BARNEA, Guy",1987,Israel,2:04.47,[],7 Feb 2015
"CARVALHO, Jose Paula",1998,Portugal,2:04.49,"['28.29', '31.46', '32.19', '32.55']",4 Apr 2015
"CHAIKOU, Pavel",1996,Belarus,2:04.49,"['27.55', '31.45', '33.05', '32.44']",17 Apr 2015
"POULSEN, Magnus Sloth",1995,Denmark,2:04.52,"['27.73', '30.98', '31.74', '34.07']",7 Jul 2015
"MYS, Dmitry",1998,Russia,2:04.57,"['27.71', '31.15', '32.10', '33.61']",21 Apr 2015
"CHAN QUEE LIN, Julian",1997,Great Britain,2:04.57,"['27.24', '31.67', '32.36', '33.30']",30 Jul 2015
"SALIU, Gabriel",1998,Italy,2:04.61,"['28.17', '32.14', '32.10', '32.20']",13 Aug 2015
"JAMMES, Thomas",1996,France,2:04.64,"['27.42', '31.14', '31.94', '34.14']",3 Apr 2015
"BERG EISCHEID, Moritz",1993,Spain,2:04.66,"['27.47', '31.49', '1:05.']",9 Jul 2015
"EMMINS, George",1997,Great Britain,2:04.66,[],6 Aug 2015
"ZUIN, Mattia",1996,Italy,2:04.67,"['28.36', '31.05', '33.25', '32.01']",24 Jul 2015
"DEMSAR, Blaz",1997,Slovenia,2:04.67,"['27.71', '31.66', '32.40', '32.90']",6 Aug 2015
"HEINTZ, Philip",1991,Germany,1:57.48,"['25.28', '30.25', '33.53', '28.42']",11 Aug 2016
"WALLACE, Dan",1993,Great Britain,1:57.97,"['25.44', '30.85', '33.07', '28.61']",10 Aug 2016
"CSEH, Laszlo",1985,Hungary,1:58.17,"['24.46', '29.54', '35.17', '29.00']",17 May 2016
"VAZAIOS, Andreas",1994,Greece,1:58.18,"['25.95', '29.05', '34.18', '29.00']",18 May 2016
"SOLAECHE GOMEZ, Eduardo",1993,Spain,1:58.80,"['25.87', '1:32.']",21 Mar 2016
"PAVONI, Roberto",1991,Great Britain,1:59.20,[],16 Apr 2016
"SJOEDIN, Simon",1986,Sweden,1:59.41,"['25.38', '30.05', '35.09', '28.89']",10 Aug 2016
"LLOYD, Ieuan",1993,Great Britain,1:59.49,"['25.72', '30.52', '34.19', '29.06']",10 Aug 2016
"TURRINI, Federico",1987,Italy,1:59.61,"['26.30', '30.48', '35.01', '27.82']",22 Apr 2016
"DESPLANCHES, Jeremy",1994,Switzerland,1:59.67,"['25.58', '31.24', '33.85', '29.00']",10 Aug 2016
"SANTOS, Alexis Manacas",1992,Portugal,1:59.67,"['25.52', '30.37', '34.58', '29.20']",10 Aug 2016
"NEVO, Gal",1987,Israel,1:59.69,"['25.94', '31.19', '33.62', '28.94']",18 May 2016
"MAKOVICH, Semen",1995,Russia,1:59.86,"['25.89', '30.76', '34.06', '29.15']",10 Aug 2016
"SCOTT, Duncan W",1997,Great Britain,1:59.88,[],16 Apr 2016
"SZARANEK, Mark",1995,Great Britain,1:59.98,[],16 Apr 2016
"MOHAMMED, Xavier",1990,Great Britain,1:59.99,[],16 Apr 2016
"CARVALHO, Diogo Filipe",1988,Portugal,2:00.07,"['25.36', '30.90', '34.22', '29.59']",17 May 2016
"VERRASZTO, David",1988,Hungary,2:00.09,"['26.73', '30.65', '33.99', '28.72']",26 Jun 2016
"STACCHIOTTI, Raphael",1992,Luxembourg,2:00.21,"['25.30', '30.58', '35.24', '29.09']",10 Aug 2016
"VANLUCHENE, Emmanuel",1992,Belgium,2:00.24,"['25.76', '30.24', '36.44', '27.80']",28 Feb 2016
"LITCHFIELD, Max",1995,Great Britain,2:00.32,[],16 Apr 2016
"PEDURAND, Ganesh",1992,France,2:00.52,"['26.11', '31.05', '34.79', '28.57']",29 Mar 2016
"SORRISO, Giovanni",1992,Italy,2:00.52,"['26.80', '31.54', '33.83', '28.35']",17 Dec 2016
"CIESLAK, Marcin",1992,Poland,2:00.64,"['25.85', '31.02', '34.41', '29.36']",29 May 2016
"SZABO, Norbert",1996,Hungary,2:00.67,"['25.88', '30.75', '1:04.']",2 Jul 2016
"LOPES, Gabriel Jose",1997,Portugal,2:00.76,"['25.80', '30.08', '35.47', '29.41']",24 Jul 2016
"BLANCO BENEDICTO, Guillermo",1993,Spain,2:00.82,"['26.02', '1:34.']",21 Mar 2016
"FORSTER, Phillipp",1994,Germany,2:00.87,"['25.22', '31.33', '35.47', '28.85']",7 May 2016
"GRATZ, Benjamin",1996,Hungary,2:00.90,"['26.53', '30.16', '35.74', '28.47']",17 May 2016
"SANKOVICH, Pavel",1990,Belarus,2:00.94,"['25.23', '31.00', '34.80', '29.91']",23 Apr 2016
"PERSSON, Erik",1994,Sweden,2:00.96,"['26.60', '31.15', '33.72', '29.49']",2 Apr 2016
"WEDEL, Kevin",1994,Germany,2:01.04,"['25.97', '31.32', '34.94', '28.81']",7 May 2016
"LITCHFIELD, Joe",1998,Great Britain,2:01.07,"['26.07', '30.82', '35.69', '28.49']",8 Jul 2016
"OSIPENKO, Alexander",1995,Russia,2:01.13,"['26.33', '31.72', '35.16', '27.92']",17 May 2016
"BARTA, Marton",1999,Hungary,2:01.13,"['26.30', '30.68', '35.47', '28.68']",8 Jul 2016
"DIOLI, Luca Angelo",1988,Italy,2:01.14,"['26.03', '31.20', '34.75', '29.16']",9 Aug 2016
"PUIG GARRICH, Albert",1994,Spain,2:01.15,"['25.96', '1:35.']",21 Mar 2016
"SOS, Daniel",1998,Hungary,2:01.15,"['26.29', '30.17', '1:04.']",16 Apr 2016
"SLATER, Tristan",1993,Great Britain,2:01.19,[],30 Jul 2016
"TELEGDY, Adam",1995,Hungary,2:01.25,"['25.83', '30.40', '1:05.']",2 Jul 2016
"GLESSI, Lorenzo",1998,Italy,2:01.27,"['25.92', '30.53', '35.37', '29.45']",22 Apr 2016
"STOLK, Kyle",1996,Netherlands,2:01.48,"['25.60', '31.60', '35.40', '28.88']",6 Apr 2016
"GONZALEZ DE OLIVEIRA, Hugo",1999,Spain,2:01.49,"['26.62', '1:34.']",29 Feb 2016
"GUREVICH, Etay",1995,Israel,2:01.53,[],6 Apr 2016
"ZHILKIN, Andrey",1995,Russia,2:01.60,"['25.44', '30.65', '36.66', '28.85']",21 Apr 2016
"CODIA, Piero",1989,Italy,2:01.62,"['24.93', '30.01', '36.41', '30.27']",17 Dec 2016
"JANECEK, Pavel",1994,Czech Republic,2:01.72,"['26.25', '30.71', '36.01', '28.75']",17 May 2016
"BERNEK, Peter",1992,Hungary,2:01.77,"['26.27', '30.50', '1:05.']",16 Apr 2016
"GARCIA MARTIN, Alejandro",1993,Spain,2:01.83,"['26.40', '1:35.']",21 Mar 2016
"SUZIN, Marcin",1993,Poland,2:01.83,"['26.17', '31.00', '34.45', '30.21']",29 May 2016
"FREDRIKSSON, Petter",1997,Sweden,2:01.84,"['26.65', '30.26', '36.17', '28.76']",17 May 2016
"OERNEK, Alpkan",1995,Turkey,2:01.84,"['27.12', '31.73', '34.53', '28.46']",27 May 2016
"GORBUNOV, Dmitry",1991,Russia,2:01.85,"['25.90', '30.79', '35.36', '29.80']",21 Apr 2016
"CHRISTOU, Apostolos",1996,Greece,2:01.90,"['25.63', '29.21', '36.59', '30.47']",26 Jun 2016
"FOSSI, Claudio",1989,Italy,2:01.94,"['26.36', '31.91', '33.08', '30.59']",3 Jul 2016
"MALY, Jakub",1992,Austria,2:01.97,"['26.14', '31.89', '34.47', '29.47']",17 May 2016
"STEFFAN, Sebastian",1997,Austria,2:01.97,"['25.91', '31.57', '35.07', '29.42']",9 Jun 2016
"ORNEK, Alpkan",1995,Turkey,2:01.99,"['26.66', '31.73', '34.79', '28.81']",17 May 2016
"KASHPERSKIY, Sergey",1992,Russia,2:02.00,"['26.29', '31.40', '35.48', '28.83']",20 Apr 2016
"COVA, Davide",1989,Italy,2:02.06,"['26.38', '31.63', '34.86', '29.19']",22 Apr 2016
"SMITH, Lewis",1988,Great Britain,2:02.22,[],16 Apr 2016
"HULME, Joseph",1997,Great Britain,2:02.23,[],16 Apr 2016
"NAGY, Peter",1985,Hungary,2:02.24,"['26.52', '30.45', '1:05.']",16 Apr 2016
"KALNINS, Uvis",1993,Latvia,2:02.34,"['26.36', '30.67', '35.23', '30.08']",10 Aug 2016
"TARCZYNSKI, Marcin",1990,Poland,2:02.43,"['26.29', '31.80', '35.05', '29.29']",29 May 2016
"BLAZHEVSKI, Marko",1992,Fr. Yug. Rep. Macedonia,2:02.54,"['26.47', '32.12', '34.37', '29.58']",10 Aug 2016
"TOUMARKIN, Yakov Yan",1992,Israel,2:02.57,"['26.24', '30.60', '36.71', '29.02']",31 Jan 2016
"BENECHOUTSOS, Theodoros",1998,Greece,2:02.60,"['25.91', '31.90', '36.19', '28.60']",31 Mar 2016
"MAIORANA, Gianluca",1994,Italy,2:02.63,"['26.47', '30.97', '35.22', '29.97']",9 Aug 2016
"AYDIN, Metin",1995,Turkey,2:02.65,"['27.03', '30.32', '35.49', '29.81']",27 May 2016
"BRODIE, Cameron",1992,Great Britain,2:02.67,"['26.39', '31.47', '35.95', '28.86']",2 Jul 2016
"PAVLOV, Ivan",1990,Russia,2:02.69,"['26.63', '31.67', '35.48', '28.91']",18 Jul 2016
"ZIEMANN, Felix",1997,Germany,2:02.71,"['26.75', '30.88', '36.20', '28.88']",22 Jun 2016
"CABELLO FORNS, Alan",1988,Spain,2:02.74,"['26.30', '1:36.']",17 Jul 2016
"RECK, Ruben",1996,Germany,2:02.76,"['25.98', '32.03', '35.29', '29.46']",7 May 2016
"LIE, Markus",1995,Norway,2:02.77,"['27.25', '30.87', '35.49', '29.16']",14 Jul 2016
"MARCIANO, Fabien",1993,Italy,2:02.78,"['26.09', '32.50', '35.78', '28.41']",9 Aug 2016
"LITH van, Sebas",1990,Netherlands,2:02.80,"['26.53', '33.57', '33.39', '29.31']",6 Apr 2016
"ZACZYNSKI, Karol",1991,Poland,2:02.80,"['26.04', '30.97', '36.05', '29.74']",29 May 2016
"SOKOLOV, Nikolay",1997,Russia,2:02.85,"['26.94', '31.04', '35.70', '29.17']",20 Apr 2016
"POPRAWA, Michal",1994,Poland,2:02.86,"['26.08', '31.71', '36.49', '28.58']",29 May 2016
"MINNICAN, Fraser",1995,Great Britain,2:02.88,[],30 Jul 2016
"KOLESNIKOV, Kliment",2000,Russia,2:02.90,"['57.72', '1:05.']",18 May 2016
"TAVOLETTA, Raffaele",1996,Italy,2:02.90,"['25.88', '31.78', '35.73', '29.51']",9 Aug 2016
"TAROCCHI, Lorenzo",1995,Italy,2:02.91,"['26.86', '30.84', '35.73', '29.48']",22 Apr 2016
"GIGLER, Heiko",1996,Austria,2:02.92,"['27.06', '31.81', '35.40', '28.65']",17 May 2016
"WALTON, Martyn",1997,Great Britain,2:02.95,[],30 Jul 2016
"SURGELOOSE, Glenn",1989,Belgium,2:02.97,"['25.20', '32.61', '36.68', '28.48']",23 Apr 2016
"HAJDER, Ensar",1991,Bosnia-Herzegovina,2:02.99,"['26.86', '31.86', '34.94', '29.33']",12 Jun 2016
"MINICHINI, Gabriele",1995,Italy,2:03.01,"['26.40', '32.86', '35.08', '28.67']",22 Apr 2016
"STRAZDAS, Povilas",1996,Lithuania,2:03.02,"['26.36', '31.68', '35.32', '29.66']",29 Jan 2016
"MASLOV, Andrey",1995,Russia,2:03.04,"['26.07', '32.69', '33.71', '30.57']",18 Jul 2016
"CHATRON, Cyril",1995,France,2:03.05,"['26.01', '31.78', '35.36', '29.90']",29 Mar 2016
"BROMER, Viktor B.",1993,Denmark,2:03.07,"['26.65', '30.94', '35.81', '29.67']",17 May 2016
"ZOTOV, Alexander",1998,Russia,2:03.12,"['26.21', '30.78', '36.17', '29.96']",8 Jul 2016
"NAGY, Richard",1993,Slovakia,2:03.13,"['27.10', '31.98', '35.49', '28.56']",15 Apr 2016
"BALLO, Stefano",1993,Italy,2:03.23,"['26.33', '31.13', '36.31', '29.46']",9 Aug 2016
"KUSTOV, Ivan",1996,Russia,2:03.24,"['26.13', '33.34', '34.50', '29.27']",18 Jul 2016
"KLENZ, Ramon",1998,Germany,2:03.26,"['26.08', '30.62', '37.36', '29.20']",7 May 2016
"HINTZE, Johannes",1999,Germany,2:03.29,"['26.68', '32.49', '35.49', '28.63']",18 Dec 2016
"LIIVAMAEGI, Martin",1988,Estonia,2:03.37,"['26.17', '31.50', '35.33', '30.37']",17 May 2016
"RAZZETTI, Alberto",1999,Italy,2:03.39,"['25.92', '30.99', '36.81', '29.67']",9 Aug 2016
"DENISYAKO, Nikita",1988,Russia,2:03.43,"['26.66', '31.52', '36.17', '29.08']",17 Jan 2016
"PELIZZARI, Matteo",1991,Italy,2:03.43,"['26.26', '32.45', '35.55', '29.17']",26 Jun 2016
"TIKHONOV, Alexander",1988,Russia,2:03.45,"['26.53', '30.77', '36.37', '29.78']",20 Apr 2016
"KNIPPING, Arjan",1994,Netherlands,2:03.47,"['26.53', '31.56', '35.92', '29.46']",17 Dec 2016
"SABBIONI, Simone",1996,Italy,2:03.48,"['26.46', '30.42', '37.51', '29.09']",1 May 2016
"CROENEN, Louis",1994,Belgium,2:03.48,"['26.53', '31.86', '36.60', '28.49']",1 May 2016
"KATRANTZIS, Christos",1992,Greece,2:03.51,[],10 Jun 2016
"ZHILIN, Dmitry",1990,Russia,2:03.53,"['26.36', '32.01', '35.65', '29.51']",20 Apr 2016
"SOMOV, Evgenii",1999,Russia,2:03.58,"['26.15', '32.00', '35.75', '29.68']",1 May 2016
"FLOHR, Julius",1995,Germany,2:03.59,"['26.90', '31.80', '35.02', '29.87']",7 May 2016
"JAKOBSSON, Sindri Thor",1991,Norway,2:03.65,"['26.89', '31.13', '35.24', '30.39']",14 Jul 2016
"VELLUTI, Andrea",1992,Italy,2:03.73,"['26.29', '31.30', '36.37', '29.77']",17 Dec 2016
"SPANOUDAKIS, Georgios",1994,Greece,2:03.74,[],10 Jun 2016
"FRANK, Simon",1990,Sweden,2:03.75,"['26.78', '31.24', '35.77', '29.96']",2 Apr 2016
"MCFADZEN, James",1999,Great Britain,2:03.84,[],30 Jul 2016
"PONS RAMON, Joan Lluis",1996,Spain,2:03.88,"['26.87', '1:37.']",21 Mar 2016
"SCOZZOLI, Fabio",1988,Italy,2:03.89,"['26.19', '33.39', '34.75', '29.56']",22 Apr 2016
"OSINA, Marek",1998,Czech Republic,2:03.89,"['26.52', '31.68', '35.90', '29.79']",7 Jul 2016
"CERVI, Riccardo",1996,Italy,2:03.91,"['26.52', '32.83', '34.89', '29.67']",22 Apr 2016
"MEIER, Christoph",1993,Liechtenstein,2:03.95,"['26.66', '33.82', '34.15', '29.32']",17 May 2016
"GAETANI, Giorgio",1994,Italy,2:03.99,"['27.15', '31.38', '36.52', '28.94']",30 Jan 2016
"BOKI, Ihar",1994,Belarus,2:04.02,[],10 Sep 2016
"CARINI, Giacomo",1997,Italy,2:04.04,"['26.32', '31.91', '36.29', '29.52']",22 Apr 2016
"LAURE, Guillaume",1996,France,2:04.05,"['26.98', '32.32', '35.29', '29.46']",29 Mar 2016
"MATTEAZZI, Pier Andrea",1997,Italy,2:04.05,"['27.75', '30.99', '36.11', '29.20']",22 Apr 2016
"CHIOTIS, Panagiotis",1996,Greece,2:04.09,[],4 Mar 2016
"PAULSSON, Adam",1995,Sweden,2:04.09,"['27.82', '33.00', '34.39', '28.88']",10 Jul 2016
"PIZZINI, Luca",1989,Italy,2:04.10,"['27.12', '32.43', '35.08', '29.47']",6 Mar 2016
"HENTSCHEL, Paul",1997,Germany,2:04.21,"['26.52', '32.24', '37.00', '28.45']",7 May 2016
"KOSTIN, Oleg",1992,Russia,2:04.23,"['24.97', '33.44', '34.63', '31.19']",2 Apr 2016
"DRIGAN, Zoltan",1998,Hungary,2:04.24,"['27.11', '32.75', '1:04.']",16 Apr 2016
"ZENIMOTO HVAS, Tomoe",2000,Norway,2:04.24,"['26.08', '31.54', '36.58', '30.04']",7 Jul 2016
"LULEK, William",1998,Sweden,2:04.25,"['27.38', '31.67', '36.03', '29.17']",7 Jul 2016
"HELMBACHER, Samy",1998,France,2:04.25,"['27.10', '32.54', '36.00', '28.61']",30 Jul 2016
"STABER, Patrick",1996,Austria,2:04.31,"['59.15', '1:05.']",24 Jul 2016
"PASYNKOV, Daniil",1994,Russia,2:04.32,"['26.37', '32.46', '35.72', '29.77']",20 Apr 2016
"HEIDTMANN, Jacob",1994,Germany,2:04.35,[],27 Feb 2016
"RENARD, Geoffrey",1997,France,2:04.38,"['27.31', '31.47', '36.18', '29.42']",29 Mar 2016
"HOLLO, Balazs",1999,Hungary,2:04.38,"['27.16', '31.85', '1:05.']",11 Jun 2016
"JOHNSON, Matthew",1995,Great Britain,2:04.39,[],21 Feb 2016
"GEZMIS, Ergecan",1998,Turkey,2:04.41,"['26.63', '31.00', '37.76', '29.02']",7 Jul 2016
"FRANKEL, Tomer",2000,Israel,2:04.42,[],6 Apr 2016
"BAIONI, Andrea",1995,Italy,2:04.42,"['26.96', '33.02', '35.14', '29.30']",22 Apr 2016
"PETIT, Ambroise",1995,France,2:04.42,"['26.61', '31.99', '36.47', '29.35']",18 Dec 2016
"BALABUCH, Krystian",1995,Poland,2:04.44,"['26.73', '32.18', '35.69', '29.84']",29 May 2016
"STUPIN, Maxim",2000,Russia,2:04.46,"['26.80', '31.10', '36.59', '29.97']",7 Jul 2016
"HAKAN, Batuhan",1998,Turkey,2:04.48,"['27.30', '31.64', '36.06', '29.48']",7 Jul 2016
"WILLIAMS, Brodie",1999,Great Britain,2:04.50,[],30 Jul 2016
"ALPATOV, Vitaliy",1993,Ukraine,2:04.54,"['25.75', '32.14', '37.07', '29.58']",20 Mar 2016
"STRELNIKOV, Sergey",1991,Russia,2:04.64,"['26.55', '32.51', '36.36', '29.22']",20 Apr 2016
"ZIEMANN, Michel",1992,Germany,2:04.71,"['26.71', '32.21', '36.43', '29.36']",7 May 2016
"KRZNARIC, Fran",1994,Croatia,2:04.71,"['26.76', '32.58', '34.91', '30.46']",27 May 2016
"GERASYMCHUK, Svyatoslav",1997,Ukraine,2:04.72,"['26.23', '31.03', '37.23', '30.23']",23 Apr 2016
"SHCHERBAKOV, Dmitry",1996,Russia,2:04.73,"['26.43', '31.84', '36.45', '30.01']",20 Apr 2016
"MCKEE, Anton Sveinn",1993,Iceland,2:04.73,"['27.94', '33.50', '33.33', '29.96']",23 Apr 2016
"COTON, Quentin",1991,France,2:04.74,"['27.58', '34.20', '32.71', '30.25']",18 Dec 2016
"CHATELAIN, Yannick",1994,France,2:04.75,"['26.90', '32.04', '36.19', '29.62']",29 Mar 2016
"ZBUTOWICZ, Karol",1998,Poland,2:04.78,"['27.34', '30.70', '36.05', '30.69']",29 May 2016
"MESZAROS, Mark",1994,Hungary,2:04.81,"['26.90', '32.97', '1:04.']",16 Dec 2016
"ZAMBO, Balazs",1992,Hungary,2:04.85,"['57.81', '1:07.']",26 Mar 2016
"SORIC, Lovre",1995,Croatia,2:04.88,"['26.13', '31.44', '36.81', '30.50']",21 Jul 2016
"QUINTANILHA, Nuno Goncalo",1987,Portugal,2:04.89,"['27.03', '1:37.']",20 Feb 2016
"LIESS, Thomas",1995,Switzerland,2:04.89,"['26.95', '31.60', '38.04', '28.30']",24 Jul 2016
"BERTOLDI, Matteo",1997,Italy,2:04.91,"['26.51', '31.97', '36.55', '29.88']",22 Apr 2016
"FAVA, Emanuel",1999,Italy,2:04.92,"['27.01', '30.69', '36.86', '30.36']",9 Aug 2016
"SANCHEZ TORRENS, Marc",1992,Spain,2:04.97,"['26.43', '32.11', '36.54', '29.89']",30 Jan 2016
"BERRY, Theo",1997,France,2:04.98,"['27.51', '31.52', '36.82', '29.13']",30 Jul 2016
"GRIFFIN, Ben",1996,Ireland,2:04.99,"['27.13', '32.07', '36.26', '29.53']",24 Jul 2016
"PARKINSON, Jarvis",1998,Great Britain,2:05.00,[],30 Jul 2016
"THOMPSON, Joshua",1998,Great Britain,2:05.05,[],30 Jul 2016
"HERMELER, Lukas",1994,Germany,2:05.07,"['27.21', '32.42', '35.19', '30.25']",7 May 2016
